report_date,district,active_cases,cumulative_faculty_staff_cases,cumulative_student_cases,cumulative_total,PRIVATE SCHOOL,Private Active Cases,Private Cumulative Faculty/Staff Cases,Private Cumulative Student Cases,Private Cumulative Total,COLLEGE/UNIVERSITY,Uni Active Cases,Uni Cumulative Faculty/Staff Cases,Uni Cumulative Student Cases,Uni Cumulative Total,Totals among schools with less than 5 active cases.,<5 Cumulative Active Cases,<5 Cumulative Faculty/Staff Cases,<5 Cumulative Student Cases,<5 Cumulative Total,Totals for all schools.,Cumulative Active Cases,Cumulative Faculty/Staff Cases,Cumulative Student Cases,Cumulative Total
1/18/2021,CLINTON SCHOOL DIST,8,24,83,107,,,,,,,,,,,,,,,,,,,,
1/18/2021,ENGLAND SCHOOL DIST,8,7,23,31,,,,,,,,,,,,,,,,,,,,
1/18/2021,EUREKA SPRINGS SCHOOL DIST,8,18,21,41,,,,,,,,,,,,,,,,,,,,
1/18/2021,GREEN FOREST SCHOOL DIST,8,34,99,138,,,,,,,,,,,,,,,,,,,,
1/18/2021,HACKETT SCHOOL DIST,8,7,37,48,,,,,,,,,,,,,,,,,,,,
1/18/2021,HAMBURG SCHOOL DIST,8,38,66,108,,,,,,,,,,,,,,,,,,,,
1/18/2021,HARMONY GROVE SCHOOL DIST (OUACHITA),8,17,34,56,,,,,,,,,,,,,,,,,,,,
1/18/2021,HARRISBURG SCHOOL DIST,8,32,65,102,,,,,,,,,,,,,,,,,,,,
1/18/2021,HIGHLAND SCHOOL DIST,8,59,71,133,,,,,,,,,,,,,,,,,,,,
1/18/2021,LINCOLN SCHOOL DIST,8,28,42,71,,,,,,,,,,,,,,,,,,,,
1/18/2021,MOUNTAIN HOME SCHOOL DIST,8,71,197,285,,,,,,,,,,,,,,,,,,,,
1/18/2021,RIVERCREST SCHOOL DIST,8,28,58,92,,,,,,,,,,,,,,,,,,,,
1/18/2021,TWO RIVERS SCHOOL DIST,8,16,26,43,,,,,,,,,,,,,,,,,,,,
1/18/2021,WHITE CO. CENTRAL SCHOOL DIST,8,29,89,124,,,,,,,,,,,,,,,,,,,,
1/18/2021,WYNNE SCHOOL DIST,8,51,173,232,,,,,,,,,,,,,,,,,,,,
1/18/2021,ASHDOWN SCHOOL DIST,7,17,52,72,,,,,,,,,,,,,,,,,,,,
1/18/2021,JACKSONVILLE LIGHTHOUSE CHARTER,7,10,26,38,,,,,,,,,,,,,,,,,,,,
1/18/2021,LAWRENCE COUNTY SCHOOL DIST,7,25,77,107,,,,,,,,,,,,,,,,,,,,
1/18/2021,MAGNET COVE SCHOOL DIST,7,12,32,48,,,,,,,,,,,,,,,,,,,,
1/18/2021,MANSFIELD SCHOOL DIST,7,23,25,52,,,,,,,,,,,,,,,,,,,,
1/18/2021,WESTSIDE CONS. SCH DIST(CRAIGHEAD),7,45,102,159,,,,,,,,,,,,,,,,,,,,
1/18/2021,WONDERVIEW SCHOOL DIST,7,15,35,54,,,,,,,,,,,,,,,,,,,,
1/18/2021,YELLVILLE,7,45,39,88,,,,,,,,,,,,,,,,,,,,
1/18/2021,BALD KNOB SCHOOL DIST,6,45,90,136,,,,,,,,,,,,,,,,,,,,
1/18/2021,BLYTHEVILLE SCHOOL DIST,6,37,111,152,,,,,,,,,,,,,,,,,,,,
1/18/2021,CARLISLE SCHOOL DIST,6,18,40,58,,,,,,,,,,,,,,,,,,,,
1/18/2021,DUMAS SCHOOL DIST,6,41,63,110,,,,,,,,,,,,,,,,,,,,
1/18/2021,EAST POINSETT CO. SCHOOL DIST,6,23,22,47,,,,,,,,,,,,,,,,,,,,
1/18/2021,ELKINS SCHOOL DIST,6,29,51,85,,,,,,,,,,,,,,,,,,,,
1/18/2021,LEE COUNTY SCHOOL DIST,6,7,28,40,,,,,,,,,,,,,,,,,,,,
1/18/2021,MAYFLOWER SCHOOL DIST,6,25,29,56,,,,,,,,,,,,,,,,,,,,
1/18/2021,MCGEHEE SCHOOL DIST,6,29,51,86,,,,,,,,,,,,,,,,,,,,
1/18/2021,MOUNT IDA SCHOOL DIST,6,14,28,43,,,,,,,,,,,,,,,,,,,,
1/18/2021,MOUNTAIN PINE SCHOOL DIST,6,9,29,41,,,,,,,,,,,,,,,,,,,,
1/18/2021,OUACHITA RIVER SCHOOL DIST,6,9,22,31,,,,,,,,,,,,,,,,,,,,
1/18/2021,OZARK SCHOOL DIST,6,46,88,136,,,,,,,,,,,,,,,,,,,,
1/18/2021,PANGBURN SCHOOL DIST,6,14,43,61,,,,,,,,,,,,,,,,,,,,
1/18/2021,SALEM SCHOOL DIST,6,22,46,71,,,,,,,,,,,,,,,,,,,,
1/18/2021,WEST FORK SCHOOL DIST,6,19,66,90,,,,,,,,,,,,,,,,,,,,
1/18/2021,ATKINS SCHOOL DIST,5,19,35,57,,,,,,,,,,,,,,,,,,,,
1/18/2021,AUGUSTA SCHOOL DIST,5,10,20,31,,,,,,,,,,,,,,,,,,,,
1/18/2021,BARTON,5,13,23,38,,,,,,,,,,,,,,,,,,,,
1/18/2021,BUFFALO IS. CENTRAL SCH. DIST,5,26,53,81,,,,,,,,,,,,,,,,,,,,
1/18/2021,COUNTY LINE SCHOOL DIST,5,11,18,29,,,,,,,,,,,,,,,,,,,,
1/18/2021,DEWITT SCHOOL DIST,5,6,26,35,,,,,,,,,,,,,,,,,,,,
1/18/2021,FLIPPIN SCHOOL DIST,5,20,14,38,,,,,,,,,,,,,,,,,,,,
1/18/2021,HAMPTON SCHOOL DIST,5,12,28,40,,,,,,,,,,,,,,,,,,,,
1/18/2021,HEBER SPRINGS SCHOOL DIST,5,22,53,76,,,,,,,,,,,,,,,,,,,,
1/18/2021,HELENA/WEST HELENA SCHOOL DIST,5,7,62,70,,,,,,,,,,,,,,,,,,,,
1/18/2021,HORATIO SCHOOL DIST,5,17,42,60,,,,,,,,,,,,,,,,,,,,
1/18/2021,LAKESIDE SCHOOL DIST(CHICOT),5,17,39,57,,,,,,,,,,,,,,,,,,,,
1/18/2021,MAYNARD SCHOOL DIST,5,15,19,35,,,,,,,,,,,,,,,,,,,,
1/18/2021,TEXARKANA SCHOOL DIST,5,72,86,162,,,,,,,,,,,,,,,,,,,,
1/18/2021,VALLEY SPRINGS SCHOOL DIST,5,22,72,98,,,,,,,,,,,,,,,,,,,,
1/18/2021,VIOLA SCHOOL DIST,5,18,19,37,,,,,,,,,,,,,,,,,,,,
1/18/2021,WOODLAWN SCHOOL DIST,5,7,22,32,,,,,,,,,,,,,,,,,,,,
1/18/2021,TOTAL,"2,776","7,364","18,737","27,333",,,,,,,,,,,,,,,,,,,,
1/14/2021,SPRINGDALE SCHOOL DIST,193,314,"1,244","1,659","PULASKI ACADEMY, LITTLE ROCK",17,11,82,104,"U OF A, FAYETTEVILLE",163,216,"2,540","3,287",PUBLIC SCHOOL DISTRICTS,240,"2,004","3,182","5,393",PUBLIC SCHOOL DISTRICTS,"3,425","9,166","21,539","32,028"
1/14/2021,BENTONVILLE SCHOOL DIST,163,250,625,934,"ST. JOSEPH CATHOLIC SCHOOL, CONWAY",17,7,24,34,"UNIVERSITY OF CENTRAL ARKANSAS, CONWAY",68,76,607,760,PRIVATE SCHOOLS,84,438,857,"1,329",PRIVATE SCHOOLS,157,505,"1,143","1,709"
1/14/2021,ROGERS SCHOOL DIST,157,234,794,"1,085","CATHOLIC HIGH SCHOOL FOR BOYS, LITTLE ROCK",9,,,44,"ARKANSAS TECH UNIVERSITY, RUSSELLVILLE",47,50,478,620,COLLEGES/UNIVERSITIES,85,320,"1,350","1,883",COLLEGES/UNIVERSITIES,731,"1,501","8,687","11,676"
1/14/2021,LITTLE ROCK SCHOOL DIST,121,274,695,"1,007","CROWLEY'S RIDGE ACADEMY, PARAGOULD",8,6,18,26,"U OF A, LITTLE ROCK",37,48,226,304,,,,,,,,,,
1/14/2021,FORT SMITH SCHOOL DIST,116,255,617,909,"CHRIST THE KING SCHOOL, LITTLE ROCK",6,,,21,"U OF A FOR MEDICAL SCIENCES, LITTLE ROCK",33,105,117,326,,,,,,,,,,
1/14/2021,CONWAY SCHOOL DIST,91,114,428,563,"LITTLE ROCK CHRISTIAN ACADEMY, LITTLE ROCK",6,14,45,62,"U OF A, FORT SMITH",25,51,232,318,,,,,,,,,,
1/14/2021,PULASKI COUNTY SPECIAL SCHOOL DIST,86,167,370,577,"CHRIST THE KING SCHOOL, FORT SMITH",5,,,21,"U OF A, MONTICELLO",24,22,102,149,,,,,,,,,,
1/14/2021,FAYETTEVILLE SCHOOL DIST,71,68,388,456,"HARDING ACADEMY, SEARCY",5,18,50,68,"SOUTHERN ARKANSAS UNIVERSITY, MAGNOLIA",22,38,223,283,,,,,,,,,,
1/14/2021,CABOT SCHOOL DIST,70,140,356,530,TOTAL,73,67,286,380,"ARKANSAS STATE UNIVERSITY, JONESBORO",20,129,743,875,,,,,,,,,,
1/14/2021,RUSSELLVILLE SCHOOL DIST,65,107,292,413,,,,,,"HENDRIX COLLEGE, CONWAY",19,12,47,71,,,,,,,,,,
1/14/2021,BRYANT SCHOOL DIST,54,122,396,536,,,,,,"NORTHWEST ARKANSAS COMMUNITY COLLEGE, BENTONVILLE",17,17,188,238,,,,,,,,,,
1/14/2021,VAN BUREN SCHOOL DIST,47,107,251,370,,,,,,"HENDERSON STATE UNIVERSITY, ARKADELPHIA",15,32,168,214,,,,,,,,,,
1/14/2021,NORTH LITTLE ROCK SCHOOL DIST,41,110,233,367,,,,,,"NATIONAL PARK COLLEGE, HOT SPRINGS",11,17,79,115,,,,,,,,,,
1/14/2021,VILONIA SCHOOL DIST,39,55,141,207,,,,,,"UNIVERSITY OF ARKANSAS SYSTEM OFFICE, LITTLE ROCK",11,17,58,75,,,,,,,,,,
1/14/2021,WEST MEMPHIS SCHOOL DIST,37,90,191,290,,,,,,"HARDING UNIVERSITY, SEARCY",10,70,344,511,,,,,,,,,,
1/14/2021,SEARCY SCHOOL DIST,36,64,176,246,,,,,,"OZARKA COLLEGE, MELBOURNE",10,12,40,62,,,,,,,,,,
1/14/2021,SOUTH CONWAY COUNTY SCHOOL DIST,36,39,134,181,,,,,,"U OF A PULASKI TECHNICAL COLLEGE, N. LITTLE ROCK",10,27,126,170,,,,,,,,,,
1/14/2021,LAKE HAMILTON SCHOOL DIST,35,93,232,331,,,,,,"SOUTH ARKANSAS COMMUNITY COLLEGE, EL DORADO",9,8,34,64,,,,,,,,,,
1/14/2021,MARION SCHOOL DIST,33,72,206,292,,,,,,"U OF A, PINE BLUFF",9,36,172,224,,,,,,,,,,
1/14/2021,NETTLETON SCHOOL DIST,33,87,212,312,,,,,,"ASU - NEWPORT, JONESBORO",8,18,228,246,,,,,,,,,,
1/14/2021,BENTON SCHOOL DIST,32,87,259,359,,,,,,"OUACHITA BAPTIST UNIVERSITY, ARKADELPHIA",8,29,135,192,,,,,,,,,,
1/14/2021,SHERIDAN SCHOOL DIST,32,70,141,222,,,,,,"UACC, BATESVILLE",8,18,44,65,,,,,,,,,,
1/14/2021,JONESBORO SCHOOL DIST,29,115,290,420,,,,,,"UNIVERSITY OF THE OZARKS, CLARKSVILLE",8,22,59,88,,,,,,,,,,
1/14/2021,SILOAM SPRINGS SCHOOL DIST,29,98,192,301,,,,,,"JOHN BROWN UNIVERSITY, SILOAM SPRINGS",7,23,55,87,,,,,,,,,,
1/14/2021,ESTEM PUBLIC CHARTER SCHOOL DIST,27,25,106,137,,,,,,"UACC, HOPE",7,7,43,61,,,,,,,,,,
1/14/2021,PARAGOULD SCHOOL DIST,26,100,197,312,,,,,,"BAPTIST HEALTH COLLEGE, LITTLE ROCK",6,6,33,41,,,,,,,,,,
1/14/2021,FARMINGTON SCHOOL DIST,25,34,111,150,,,,,,"COSSATOT CC OF THE UA, DEQUEEN",6,12,44,68,,,,,,,,,,
1/14/2021,WYNNE SCHOOL DIST,25,51,171,230,,,,,,"LYON COLLEGE, BATESVILLE",6,8,33,48,,,,,,,,,,
1/14/2021,ALMA SCHOOL DIST,23,62,127,194,,,,,,"UA SYSTEM DIVISION OF AGRICULTURE, LITTLE ROCK",6,,,58,,,,,,,,,,
1/14/2021,GREENBRIER SCHOOL DIST,23,57,133,198,,,,,,"UACC, MORRILTON",6,9,88,103,,,,,,,,,,
1/14/2021,TRUMANN SCHOOL DIST,23,53,114,181,,,,,,"ARKANSAS BAPTIST COLLEGE, LITTLE ROCK",5,5,11,21,,,,,,,,,,
1/14/2021,CLARKSVILLE SCHOOL DIST,21,60,107,169,,,,,,ATU - OZARK,5,,,49,,,,,,,,,,
1/14/2021,JACKSONVILLE NORTH PULASKI SCHOOL DIST,21,56,83,147,,,,,,TOTAL,646,"1,181","7,337","9,793",,,,,,,,,,
1/14/2021,LONOKE SCHOOL DIST,21,30,61,96,,,,,,,,,,,,,,,,,,,,
1/14/2021,PRAIRIE GROVE SCHOOL DIST,21,40,94,137,,,,,,,,,,,,,,,,,,,,
1/14/2021,BROOKLAND SCHOOL DIST,20,60,195,265,,,,,,,,,,,,,,,,,,,,
1/14/2021,DARDANELLE SCHOOL DIST,20,38,143,191,,,,,,,,,,,,,,,,,,,,
1/14/2021,GREENE COUNTY TECH SCHOOL DIST,20,127,233,381,,,,,,,,,,,,,,,,,,,,
1/14/2021,MONTICELLO SCHOOL DIST,20,32,99,137,,,,,,,,,,,,,,,,,,,,
1/14/2021,WARREN SCHOOL DIST,20,24,97,125,,,,,,,,,,,,,,,,,,,,
1/14/2021,BERRYVILLE SCHOOL DIST,19,44,110,165,,,,,,,,,,,,,,,,,,,,
1/14/2021,EL DORADO SCHOOL DIST,19,74,128,207,,,,,,,,,,,,,,,,,,,,
1/14/2021,GREENWOOD SCHOOL DIST,19,67,168,240,,,,,,,,,,,,,,,,,,,,
1/14/2021,ARKADELPHIA SCHOOL DIST,18,23,100,128,,,,,,,,,,,,,,,,,,,,
1/14/2021,BEEBE SCHOOL DIST,18,33,121,159,,,,,,,,,,,,,,,,,,,,
1/14/2021,CAMDEN FAIRVIEW SCHOOL DIST,18,29,88,126,,,,,,,,,,,,,,,,,,,,
1/14/2021,POCAHONTAS SCHOOL DIST,18,44,78,126,,,,,,,,,,,,,,,,,,,,
1/14/2021,BAUXITE SCHOOL DIST,17,21,85,109,,,,,,,,,,,,,,,,,,,,
1/14/2021,FOUNTAIN LAKE SCHOOL DIST,17,20,46,74,,,,,,,,,,,,,,,,,,,,
1/14/2021,MAGNOLIA SCHOOL DIST,16,57,180,246,,,,,,,,,,,,,,,,,,,,
1/14/2021,MENA SCHOOL DIST,16,47,102,157,,,,,,,,,,,,,,,,,,,,
1/14/2021,CROSSETT SCHOOL DIST,15,30,54,98,,,,,,,,,,,,,,,,,,,,
1/14/2021,LISA ACADEMY,15,33,122,163,,,,,,,,,,,,,,,,,,,,
1/14/2021,PEA RIDGE SCHOOL DIST,15,25,73,104,,,,,,,,,,,,,,,,,,,,
1/14/2021,BATESVILLE SCHOOL DIST,14,80,91,176,,,,,,,,,,,,,,,,,,,,
1/14/2021,DEQUEEN SCHOOL DIST,14,46,120,168,,,,,,,,,,,,,,,,,,,,
1/14/2021,GREEN FOREST SCHOOL DIST,14,33,100,138,,,,,,,,,,,,,,,,,,,,
1/14/2021,GUY,14,12,13,26,,,,,,,,,,,,,,,,,,,,
1/14/2021,HOPE SCHOOL DIST,14,37,88,127,,,,,,,,,,,,,,,,,,,,
1/14/2021,STUTTGART SCHOOL DIST,14,18,61,87,,,,,,,,,,,,,,,,,,,,
1/14/2021,BISMARCK SCHOOL DIST,13,8,25,35,,,,,,,,,,,,,,,,,,,,
1/14/2021,GRAVETTE SCHOOL DIST,13,41,91,139,,,,,,,,,,,,,,,,,,,,
1/14/2021,HOT SPRINGS SCHOOL DIST,13,37,116,159,,,,,,,,,,,,,,,,,,,,
1/14/2021,VALLEY VIEW SCHOOL DIST,13,42,126,173,,,,,,,,,,,,,,,,,,,,
1/14/2021,CARLISLE SCHOOL DIST,12,18,38,56,,,,,,,,,,,,,,,,,,,,
1/14/2021,CHARLESTON SCHOOL DIST,12,15,34,53,,,,,,,,,,,,,,,,,,,,
1/14/2021,DANVILLE SCHOOL DIST,12,16,45,62,,,,,,,,,,,,,,,,,,,,
1/14/2021,GENTRY SCHOOL DIST,12,33,65,102,,,,,,,,,,,,,,,,,,,,
1/14/2021,HARMONY GROVE SCH DIST(SALINE),12,22,54,79,,,,,,,,,,,,,,,,,,,,
1/14/2021,JESSIEVILLE SCHOOL DIST,12,17,41,69,,,,,,,,,,,,,,,,,,,,
1/14/2021,POTTSVILLE SCHOOL DIST,12,36,80,118,,,,,,,,,,,,,,,,,,,,
1/14/2021,WESTSIDE CONS. SCH DIST(CRAIGHEAD),12,43,102,157,,,,,,,,,,,,,,,,,,,,
1/14/2021,EMERSON,11,14,53,68,,,,,,,,,,,,,,,,,,,,
1/14/2021,FORREST CITY SCHOOL DIST,11,38,107,148,,,,,,,,,,,,,,,,,,,,
1/14/2021,GLEN ROSE SCHOOL DIST,11,16,43,62,,,,,,,,,,,,,,,,,,,,
1/14/2021,HIGHLAND SCHOOL DIST,11,59,71,133,,,,,,,,,,,,,,,,,,,,
1/14/2021,LAKESIDE SCHOOL DIST(GARLAND),11,46,135,188,,,,,,,,,,,,,,,,,,,,
1/14/2021,RIVERVIEW SCHOOL DIST,11,16,52,69,,,,,,,,,,,,,,,,,,,,
1/14/2021,SOUTH PIKE COUNTY SCHOOL DIST,11,10,34,45,,,,,,,,,,,,,,,,,,,,
1/14/2021,WATSON CHAPEL SCHOOL DIST,11,34,102,140,,,,,,,,,,,,,,,,,,,,
1/14/2021,WHITE CO. CENTRAL SCHOOL DIST,11,29,86,121,,,,,,,,,,,,,,,,,,,,
1/14/2021,WHITE HALL SCHOOL DIST,11,42,137,192,,,,,,,,,,,,,,,,,,,,
1/14/2021,CLINTON SCHOOL DIST,10,24,78,102,,,,,,,,,,,,,,,,,,,,
1/14/2021,HAAS HALL ACADEMY,10,5,50,59,,,,,,,,,,,,,,,,,,,,
1/14/2021,HAMBURG SCHOOL DIST,10,38,63,105,,,,,,,,,,,,,,,,,,,,
1/14/2021,HARRISBURG SCHOOL DIST,10,32,63,100,,,,,,,,,,,,,,,,,,,,
1/14/2021,HARRISON SCHOOL DIST,10,34,105,140,,,,,,,,,,,,,,,,,,,,
1/14/2021,HEBER SPRINGS SCHOOL DIST,10,21,51,73,,,,,,,,,,,,,,,,,,,,
1/14/2021,HUNTSVILLE SCHOOL DIST,10,64,80,149,,,,,,,,,,,,,,,,,,,,
1/14/2021,LAMAR SCHOOL DIST,10,24,40,64,,,,,,,,,,,,,,,,,,,,
1/14/2021,MOUNTAIN VIEW SCHOOL DIST,10,34,57,91,,,,,,,,,,,,,,,,,,,,
1/14/2021,WALDRON SCHOOL DIST,10,29,67,102,,,,,,,,,,,,,,,,,,,,
1/14/2021,ARKANSAS ARTS ACADEMY,9,18,46,69,,,,,,,,,,,,,,,,,,,,
1/14/2021,BERGMAN SCHOOL DIST,9,38,46,85,,,,,,,,,,,,,,,,,,,,
1/14/2021,BRADFORD SCHOOL DIST,9,7,13,20,,,,,,,,,,,,,,,,,,,,
1/14/2021,FORDYCE SCHOOL DIST,9,13,29,45,,,,,,,,,,,,,,,,,,,,
1/14/2021,GENOA CENTRAL SCHOOL DIST,9,23,55,78,,,,,,,,,,,,,,,,,,,,
1/14/2021,HACKETT SCHOOL DIST,9,7,36,47,,,,,,,,,,,,,,,,,,,,
1/14/2021,HARMONY GROVE SCHOOL DIST (OUACHITA),9,16,34,55,,,,,,,,,,,,,,,,,,,,
1/14/2021,MARMADUKE SCHOOL DIST,9,13,48,61,,,,,,,,,,,,,,,,,,,,
1/14/2021,MOUNTAIN PINE SCHOOL DIST,9,9,28,40,,,,,,,,,,,,,,,,,,,,
1/14/2021,NASHVILLE SCHOOL DIST,9,33,82,115,,,,,,,,,,,,,,,,,,,,
1/14/2021,TWO RIVERS SCHOOL DIST,9,16,21,38,,,,,,,,,,,,,,,,,,,,
1/14/2021,VALLEY SPRINGS SCHOOL DIST,9,22,71,97,,,,,,,,,,,,,,,,,,,,
1/14/2021,ASHDOWN SCHOOL DIST,8,17,47,67,,,,,,,,,,,,,,,,,,,,
1/14/2021,BALD KNOB SCHOOL DIST,8,44,89,134,,,,,,,,,,,,,,,,,,,,
1/14/2021,CEDARVILLE SCHOOL DIST,8,17,34,52,,,,,,,,,,,,,,,,,,,,
1/14/2021,CLARENDON SCHOOL DIST,8,12,19,35,,,,,,,,,,,,,,,,,,,,
1/14/2021,CLEVELAND COUNTY SCHOOL DIST,8,16,61,78,,,,,,,,,,,,,,,,,,,,
1/14/2021,DOVER SCHOOL DIST,8,35,69,106,,,,,,,,,,,,,,,,,,,,
1/14/2021,DUMAS SCHOOL DIST,8,41,59,106,,,,,,,,,,,,,,,,,,,,
1/14/2021,LAVACA SCHOOL DIST,8,21,29,53,,,,,,,,,,,,,,,,,,,,
1/14/2021,LINCOLN SCHOOL DIST,8,28,41,70,,,,,,,,,,,,,,,,,,,,
1/14/2021,MELBOURNE SCHOOL DIST,8,12,37,51,,,,,,,,,,,,,,,,,,,,
1/14/2021,MOUNTAIN HOME SCHOOL DIST,8,69,194,278,,,,,,,,,,,,,,,,,,,,
1/14/2021,OZARK SCHOOL DIST,8,46,87,135,,,,,,,,,,,,,,,,,,,,
1/14/2021,PALESTINE,8,11,33,46,,,,,,,,,,,,,,,,,,,,
1/14/2021,PERRYVILLE SCHOOL DIST,8,9,20,31,,,,,,,,,,,,,,,,,,,,
1/14/2021,QUITMAN SCHOOL DIST,8,10,28,40,,,,,,,,,,,,,,,,,,,,
1/14/2021,SMACKOVER,8,20,52,75,,,,,,,,,,,,,,,,,,,,
1/14/2021,SOUTHSIDE SCHOOL DIST(INDEPENDENCE),8,25,68,95,,,,,,,,,,,,,,,,,,,,
1/14/2021,WONDERVIEW SCHOOL DIST,8,14,34,52,,,,,,,,,,,,,,,,,,,,
1/14/2021,YELLVILLE,8,45,36,84,,,,,,,,,,,,,,,,,,,,
1/14/2021,BLYTHEVILLE SCHOOL DIST,7,37,105,146,,,,,,,,,,,,,,,,,,,,
1/14/2021,BOONEVILLE SCHOOL DIST,7,13,30,44,,,,,,,,,,,,,,,,,,,,
1/14/2021,BUFFALO IS. CENTRAL SCH. DIST,7,26,51,78,,,,,,,,,,,,,,,,,,,,
1/14/2021,ELKINS SCHOOL DIST,7,29,51,85,,,,,,,,,,,,,,,,,,,,
1/14/2021,FLIPPIN SCHOOL DIST,7,19,14,38,,,,,,,,,,,,,,,,,,,,
1/14/2021,HAMPTON SCHOOL DIST,7,12,27,39,,,,,,,,,,,,,,,,,,,,
1/14/2021,KIPP DELTA PUBLIC SCHOOL DIST,7,15,42,59,,,,,,,,,,,,,,,,,,,,
1/14/2021,LAWRENCE COUNTY SCHOOL DIST,7,25,74,104,,,,,,,,,,,,,,,,,,,,
1/14/2021,MAGNET COVE SCHOOL DIST,7,10,31,45,,,,,,,,,,,,,,,,,,,,
1/14/2021,MALVERN SCHOOL DIST,7,33,96,139,,,,,,,,,,,,,,,,,,,,
1/14/2021,NEWPORT SCHOOL DIST,7,42,75,118,,,,,,,,,,,,,,,,,,,,
1/14/2021,OZARK MOUNTAIN SCHOOL DIST,7,24,27,54,,,,,,,,,,,,,,,,,,,,
1/14/2021,PINE BLUFF SCHOOL DIST,7,48,84,132,,,,,,,,,,,,,,,,,,,,
1/14/2021,RIVERCREST SCHOOL DIST,7,28,57,88,,,,,,,,,,,,,,,,,,,,
1/14/2021,SALEM SCHOOL DIST,7,22,45,70,,,,,,,,,,,,,,,,,,,,
1/14/2021,STAR CITY SCHOOL DIST,7,37,86,125,,,,,,,,,,,,,,,,,,,,
1/14/2021,BARTON,6,13,23,38,,,,,,,,,,,,,,,,,,,,
1/14/2021,CONCORD SCHOOL DIST,6,,,27,,,,,,,,,,,,,,,,,,,,
1/14/2021,DEWITT SCHOOL DIST,6,5,26,33,,,,,,,,,,,,,,,,,,,,
1/14/2021,EAST END SCHOOL DIST,6,14,32,46,,,,,,,,,,,,,,,,,,,,
1/14/2021,EAST POINSETT CO. SCHOOL DIST,6,23,21,46,,,,,,,,,,,,,,,,,,,,
1/14/2021,ENGLAND SCHOOL DIST,6,6,22,28,,,,,,,,,,,,,,,,,,,,
1/14/2021,EUREKA SPRINGS SCHOOL DIST,6,17,20,39,,,,,,,,,,,,,,,,,,,,
1/14/2021,JACKSONVILLE LIGHTHOUSE CHARTER,6,10,25,36,,,,,,,,,,,,,,,,,,,,
1/14/2021,PARIS SCHOOL DIST,6,13,61,75,,,,,,,,,,,,,,,,,,,,
1/14/2021,ACADEMICS PLUS PUBLIC CHARTER SCHOOLS,5,16,52,70,,,,,,,,,,,,,,,,,,,,
1/14/2021,ATKINS SCHOOL DIST,5,18,33,52,,,,,,,,,,,,,,,,,,,,
1/14/2021,AUGUSTA SCHOOL DIST,5,10,20,30,,,,,,,,,,,,,,,,,,,,
1/14/2021,CADDO HILLS SCHOOL DIST,5,14,33,48,,,,,,,,,,,,,,,,,,,,
1/14/2021,CORNING SCHOOL DIST,5,24,56,81,,,,,,,,,,,,,,,,,,,,
1/14/2021,DES ARC SCHOOL DIST,5,,,23,,,,,,,,,,,,,,,,,,,,
1/14/2021,FOUKE SCHOOL DIST,5,28,54,83,,,,,,,,,,,,,,,,,,,,
1/14/2021,HECTOR SCHOOL DIST,5,18,26,44,,,,,,,,,,,,,,,,,,,,
1/14/2021,HORATIO SCHOOL DIST,5,17,42,60,,,,,,,,,,,,,,,,,,,,
1/14/2021,IZARD CO CONS SCHOOL DIST,5,11,14,28,,,,,,,,,,,,,,,,,,,,
1/14/2021,MAYFLOWER SCHOOL DIST,5,24,27,53,,,,,,,,,,,,,,,,,,,,
1/14/2021,MAYNARD SCHOOL DIST,5,14,18,33,,,,,,,,,,,,,,,,,,,,
1/14/2021,MOUNT IDA SCHOOL DIST,5,14,27,42,,,,,,,,,,,,,,,,,,,,
1/14/2021,MULBERRY/PLEASANT VIEW BI,5,10,25,37,,,,,,,,,,,,,,,,,,,,
1/14/2021,WEST FORK SCHOOL DIST,5,17,65,87,,,,,,,,,,,,,,,,,,,,
1/14/2021,TOTAL,"3,185","7,162","18,357","26,635",,,,,,,,,,,,,,,,,,,,
1/11/2021,SPRINGDALE SCHOOL DIST,182,300,"1,204","1,600","PULASKI ACADEMY, LITTLE ROCK",16,11,79,101,"U OF A, FAYETTEVILLE",119,205,"2,496","3,195",PUBLIC SCHOOL DISTRICTS,306,"2,079","3,397","5,688",PUBLIC SCHOOL DISTRICTS,"3,280","8,875","20,757","30,897"
1/11/2021,LITTLE ROCK SCHOOL DIST,137,266,678,984,"CATHOLIC HIGH SCHOOL FOR BOYS, LITTLE ROCK",7,,,41,"UNIVERSITY OF CENTRAL ARKANSAS, CONWAY",60,73,585,732,PRIVATE SCHOOLS,103,448,894,"1,376",PRIVATE SCHOOLS,137,488,"1,096","1,639"
1/11/2021,ROGERS SCHOOL DIST,133,226,761,"1,034","BAPTIST PREP, LITTLE ROCK",6,12,47,61,"U OF A FOR MEDICAL SCIENCES, LITTLE ROCK",35,100,115,318,COLLEGES/UNIVERSITIES,104,363,"1,669","2,264",COLLEGES/UNIVERSITIES,598,"1,439","8,488","11,278"
1/11/2021,BENTONVILLE SCHOOL DIST,129,238,588,879,"LITTLE ROCK CHRISTIAN ACADEMY, LITTLE ROCK",5,14,43,60,"ARKANSAS TECH UNIVERSITY, RUSSELLVILLE",31,46,466,585,,,,,,,,,,
1/11/2021,FORT SMITH SCHOOL DIST,91,241,583,857,TOTAL,34,40,202,263,"U OF A, LITTLE ROCK",27,45,213,282,,,,,,,,,,
1/11/2021,CONWAY SCHOOL DIST,86,111,404,534,,,,,,"U OF A, FORT SMITH",21,50,223,303,,,,,,,,,,
